text,labels,label_vector
Page-start ImmunizationContact UsCOVID-19 VaccineData and StatisticsAdult Vaccination CoverageAnnual School Self-Reports of Immunization CoverageVIRGINIA ANNUAL IMMUNIZATION SURVEY (VAIS)Assessments & CoCasaHealthy People 2030National Immunization Survey (NIS)Healthcare Personnel (HCP) and VaccinationsHuman Papillomavirus (HPV) VaccineInternational TravelIQIPPertussis Prevention in VirginiaSchool RequirementsSeasonal InfluenzaVaccine InformationACIP Vaccine Recommendations and GuidelinesACIP Recommended Immunization SchedulesVaccine Information StatementsVaccine Preventable Disease SurveillanceVaccine SafetyVirginia Immunization Information System (VIIS)Virginia Perinatal Hepatitis B Prevention (VPHBP) ProgramVirginia Vaccines for Adults (VVFA)The BackPageVVFA EnrollmentVVFA FormsHandbookLocate A VVFA ProviderVVFA ResourcesVVFA Storage And HandlingVirginia Vaccines for Children (VVFC)The BackPageEnroll NowFormsHandbookLocate A VVFC ProviderVVFC TrainingResourcesStorage and HandlingWorksite Wellness through ImmunizationVFC Internal Map (Staff Only),[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Page-start Data and StatisticsAdult Vaccination CoverageAnnual School Self-Reports of Immunization CoverageVIRGINIA ANNUAL IMMUNIZATION SURVEY (VAIS)Assessments & CoCasaHealthy People 2030National Immunization Survey (NIS),[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Page-start Healthcare Personnel (HCP) and Vaccinations,[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Page-start Virginia Immunization Information System (VIIS),[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Page-start Virginia Perinatal Hepatitis B Prevention (VPHBP) Program,[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Page-start Virginia Vaccines for Adults (VVFA)The BackPageVVFA EnrollmentVVFA FormsHandbookLocate A VVFA ProviderVVFA ResourcesVVFA Storage And Handling,[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Page-start Virginia Vaccines for Children (VVFC)The BackPageEnroll NowFormsHandbookLocate A VVFC ProviderVVFC TrainingResourcesStorage and Handling,[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Page-start VFC Internal Map (Staff Only),[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Page-start Annual School Self-Reports of Immunization Coverage,[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Page-start ACIP Vaccine Recommendations and Guidelines,['No Cure'],"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Vaccine Storage Best Practices AAP Immunization Resources: Storage and Handling Series,[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Vaccine Temperature Best Practices Temperature Monitoring and Calibration Checklist,[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Berlinger Data Logger Resources Daily Procedure for Monitoring Temperatures Using Fridge-tag® 2 Data Loggers,[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Berlinger Data Logger Resources Instructions to Safely Remove a Fridge Tag 2L from a PC,[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Page-start ImmunizationContact UsCOVID-19 VaccineData and StatisticsAdult Vaccination CoverageAnnual School Self-Reports of Immunization CoverageVIRGINIA ANNUAL IMMUNIZATION SURVEY (VAIS)Assessments & CoCasaHealthy People 2030National Immunization Survey (NIS)Healthcare Personnel (HCP) and VaccinationsHuman Papillomavirus (HPV) VaccineInternational TravelIQIPPertussis Prevention in VirginiaSchool RequirementsSeasonal InfluenzaVaccine InformationACIP Vaccine Recommendations and GuidelinesACIP Recommended Immunization SchedulesVaccine Information StatementsVaccine Preventable Disease SurveillanceVaccine SafetyVirginia Immunization Information System (VIIS)Virginia Perinatal Hepatitis B Prevention (VPHBP) ProgramVirginia Vaccines for Adults (VVFA)The BackPageVVFA EnrollmentVVFA FormsHandbookLocate A VVFA ProviderVVFA ResourcesVVFA Storage And HandlingVirginia Vaccines for Children (VVFC)The BackPageEnroll NowFormsHandbookLocate A VVFC ProviderVVFC TrainingResourcesStorage and HandlingWorksite Wellness through ImmunizationVFC Internal Map (Staff Only),[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Page-start Data and StatisticsAdult Vaccination CoverageAnnual School Self-Reports of Immunization CoverageVIRGINIA ANNUAL IMMUNIZATION SURVEY (VAIS)Assessments & CoCasaHealthy People 2030National Immunization Survey (NIS),[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Page-start Healthcare Personnel (HCP) and Vaccinations,[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Page-start Vaccine InformationACIP Vaccine Recommendations and GuidelinesACIP Recommended Immunization SchedulesVaccine Information Statements,[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Page-start Virginia Immunization Information System (VIIS),[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Page-start Virginia Perinatal Hepatitis B Prevention (VPHBP) Program,[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Page-start Virginia Vaccines for Adults (VVFA)The BackPageVVFA EnrollmentVVFA FormsHandbookLocate A VVFA ProviderVVFA ResourcesVVFA Storage And Handling,[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Page-start VFC Internal Map (Staff Only),[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Page-start Annual School Self-Reports of Immunization Coverage,[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Page-start VIRGINIA ANNUAL IMMUNIZATION SURVEY (VAIS),[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Page-start ACIP Vaccine Recommendations and Guidelines,[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
ACIP Recommended Immunization Schedules You need javascript enabled to view this content or go tosource URL.,[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
serial 207,[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Page-start ImmunizationContact UsCOVID-19 VaccineData and StatisticsAdult Vaccination CoverageAnnual School Self-Reports of Immunization CoverageVIRGINIA ANNUAL IMMUNIZATION SURVEY (VAIS)Assessments & CoCasaHealthy People 2030National Immunization Survey (NIS)Healthcare Personnel (HCP) and VaccinationsHuman Papillomavirus (HPV) VaccineInternational TravelIQIPPertussis Prevention in VirginiaSchool RequirementsSeasonal InfluenzaVaccine InformationACIP Vaccine Recommendations and GuidelinesACIP Recommended Immunization SchedulesVaccine Information StatementsVaccine Preventable Disease SurveillanceVaccine SafetyVirginia Immunization Information System (VIIS)Virginia Perinatal Hepatitis B Prevention (VPHBP) ProgramVirginia Vaccines for Adults (VVFA)The BackPageVVFA EnrollmentVVFA FormsHandbookLocate A VVFA ProviderVVFA ResourcesVVFA Storage And HandlingVirginia Vaccines for Children (VVFC)The BackPageEnroll NowFormsHandbookLocate A VVFC ProviderVVFC TrainingResourcesStorage and HandlingWorksite Wellness through ImmunizationVFC Internal Map (Staff Only),[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Page-start Data and StatisticsAdult Vaccination CoverageAnnual School Self-Reports of Immunization CoverageVIRGINIA ANNUAL IMMUNIZATION SURVEY (VAIS)Assessments & CoCasaHealthy People 2030National Immunization Survey (NIS),[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Page-start Healthcare Personnel (HCP) and Vaccinations,[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Page-start Vaccine InformationACIP Vaccine Recommendations and GuidelinesACIP Recommended Immunization SchedulesVaccine Information Statements,[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Page-start Virginia Immunization Information System (VIIS),[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Page-start Virginia Perinatal Hepatitis B Prevention (VPHBP) Program,[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Page-start Virginia Vaccines for Adults (VVFA)The BackPageVVFA EnrollmentVVFA FormsHandbookLocate A VVFA ProviderVVFA ResourcesVVFA Storage And Handling,[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Page-start Virginia Vaccines for Children (VVFC)The BackPageEnroll NowFormsHandbookLocate A VVFC ProviderVVFC TrainingResourcesStorage and Handling,[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Page-start VFC Internal Map (Staff Only),[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Page-start Annual School Self-Reports of Immunization Coverage,[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Page-start VIRGINIA ANNUAL IMMUNIZATION SURVEY (VAIS),[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
serial 222,[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
serial 223,[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Page-start Data and StatisticsAdult Vaccination CoverageAnnual School Self-Reports of Immunization CoverageVIRGINIA ANNUAL IMMUNIZATION SURVEY (VAIS)Assessments & CoCasaHealthy People 2030National Immunization Survey (NIS),[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
View issues here! CDC Recommends a Powerful New Tool to Protect Infants from the Leading Cause of Hospitalization(8/3/2023),[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
View issues here! FDA Approves First Vaccine for Pregnant Individuals to Prevent RSV in Infants(8/21/2023),[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"View issues here! Use of Respiratory Syncytial Virus Vaccines in Older Adults: Recommendations of the Advisory Committee on Immunization Practices — United States,2023",[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
View issues here! VDH Flu Standing orders are forthcoming.,[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
View issues here! Vaccine Standing Orders for Healthcare Providers – Templates,[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"View issues here! Sentara Princess Anne HospitalVirginia Beach, VAReported a coverage rate of 93% birth dose rate1/1/2019 – 12/31/2019 (2nd yr honor roll status)",[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"View issues here! Sentara Norfolk General HospitalNorfolk, VAReported a coverage rate of 93% birth dose rate1/1/2019 – 12/31/2019 (3rd yr honor roll status)",[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"View issues here! Sentara Williamsburg Regional Medical CenterWilliamsburg, VAReported a coverage rate of 92% birth dose rate1/1/2019 – 12/31/2019 (2nd yr honor roll status)",[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"View issues here! Learn more about the IAC Birth Dose Initiative,CLICK HERE!",[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
serial 257,[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Page-start ImmunizationContact UsCOVID-19 VaccineData and StatisticsAdult Vaccination CoverageAnnual School Self-Reports of Immunization CoverageVIRGINIA ANNUAL IMMUNIZATION SURVEY (VAIS)Assessments & CoCasaHealthy People 2030National Immunization Survey (NIS)Healthcare Personnel (HCP) and VaccinationsHuman Papillomavirus (HPV) VaccineInternational TravelIQIPPertussis Prevention in VirginiaSchool RequirementsSeasonal InfluenzaVaccine InformationACIP Vaccine Recommendations and GuidelinesACIP Recommended Immunization SchedulesVaccine Information StatementsVaccine Preventable Disease SurveillanceVaccine SafetyVirginia Immunization Information System (VIIS)Virginia Perinatal Hepatitis B Prevention (VPHBP) ProgramVirginia Vaccines for Adults (VVFA)The BackPageVVFA EnrollmentVVFA FormsHandbookLocate A VVFA ProviderVVFA ResourcesVVFA Storage And HandlingVirginia Vaccines for Children (VVFC)The BackPageEnroll NowFormsHandbookLocate A VVFC ProviderVVFC TrainingResourcesStorage and HandlingWorksite Wellness through ImmunizationVFC Internal Map (Staff Only),[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Page-start Data and StatisticsAdult Vaccination CoverageAnnual School Self-Reports of Immunization CoverageVIRGINIA ANNUAL IMMUNIZATION SURVEY (VAIS)Assessments & CoCasaHealthy People 2030National Immunization Survey (NIS),[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Page-start Healthcare Personnel (HCP) and Vaccinations,[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Page-start Vaccine InformationACIP Vaccine Recommendations and GuidelinesACIP Recommended Immunization SchedulesVaccine Information Statements,[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Page-start Virginia Immunization Information System (VIIS),[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Page-start Virginia Perinatal Hepatitis B Prevention (VPHBP) Program,[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Page-start Virginia Vaccines for Adults (VVFA)The BackPageVVFA EnrollmentVVFA FormsHandbookLocate A VVFA ProviderVVFA ResourcesVVFA Storage And Handling,[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Page-start Virginia Vaccines for Children (VVFC)The BackPageEnroll NowFormsHandbookLocate A VVFC ProviderVVFC TrainingResourcesStorage and Handling,[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Forms Public Hospital Vaccine Use Guidelines,[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Forms Health Department Vaccine Use Guidelines,[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Welcome to the Virginia Vaccines For Children Program! VVFC Handbook is now available!,[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
serial 301,[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Page-start ImmunizationContact UsCOVID-19 VaccineData and StatisticsAdult Vaccination CoverageAnnual School Self-Reports of Immunization CoverageVIRGINIA ANNUAL IMMUNIZATION SURVEY (VAIS)Assessments & CoCasaHealthy People 2030National Immunization Survey (NIS)Healthcare Personnel (HCP) and VaccinationsHuman Papillomavirus (HPV) VaccineInternational TravelIQIPPertussis Prevention in VirginiaSchool RequirementsSeasonal InfluenzaVaccine InformationACIP Vaccine Recommendations and GuidelinesACIP Recommended Immunization SchedulesVaccine Information StatementsVaccine Preventable Disease SurveillanceVaccine SafetyVirginia Immunization Information System (VIIS)Virginia Perinatal Hepatitis B Prevention (VPHBP) ProgramVirginia Vaccines for Adults (VVFA)The BackPageVVFA EnrollmentVVFA FormsHandbookLocate A VVFA ProviderVVFA ResourcesVVFA Storage And HandlingVirginia Vaccines for Children (VVFC)The BackPageEnroll NowFormsHandbookLocate A VVFC ProviderVVFC TrainingResourcesStorage and HandlingWorksite Wellness through ImmunizationVFC Internal Map (Staff Only),['Source Credibility'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
Page-start Data and StatisticsAdult Vaccination CoverageAnnual School Self-Reports of Immunization CoverageVIRGINIA ANNUAL IMMUNIZATION SURVEY (VAIS)Assessments & CoCasaHealthy People 2030National Immunization Survey (NIS),[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Page-start Healthcare Personnel (HCP) and Vaccinations,[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Page-start Vaccine InformationACIP Vaccine Recommendations and GuidelinesACIP Recommended Immunization SchedulesVaccine Information Statements,[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Page-start Virginia Immunization Information System (VIIS),[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Page-start Virginia Perinatal Hepatitis B Prevention (VPHBP) Program,[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Page-start Virginia Vaccines for Adults (VVFA)The BackPageVVFA EnrollmentVVFA FormsHandbookLocate A VVFA ProviderVVFA ResourcesVVFA Storage And Handling,[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Page-start Virginia Vaccines for Children (VVFC)The BackPageEnroll NowFormsHandbookLocate A VVFC ProviderVVFC TrainingResourcesStorage and Handling,[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Page-start VFC Internal Map (Staff Only),[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Page-start Annual School Self-Reports of Immunization Coverage,[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Page-start VIRGINIA ANNUAL IMMUNIZATION SURVEY (VAIS),[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Page-start ACIP Vaccine Recommendations and Guidelines,[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Manager: Crista Sullivan, MBA The national Vaccines for Children (VFC) program was established to help raise childhood immunization rates in the United States and to keep children in their medical home.  The entitlement program is associated with each State’s Medicaid plan.  Children who are eligible for VFC vaccines are entitled to receive pediatric vaccines that are recommended by the Advisory Committee on Immunization Practices.",[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Manager: Crista Sullivan, MBA Virginia Vaccines for Children’s (VVFC) program is managed by the Virginia Department of Health (VDH), Division of Immunization (DOI).  Through utilization of private and public providers, the VVFC program and DOI reduce barriers to immunizations. DOI supplies federally and state purchased vaccine at no cost to public and private health care providers.",[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Manager: Crista Sullivan, MBA The VVFC program handles distribution of all vaccines provided by DOI, in addition to those for the VFC entitlement program. DOI, through relationships with public providers is able to serve populations in addition to VVFC eligible, such as children needing immunizations for school, and limited vaccines for uninsured and underinsured adults.  The vaccine supplied by the Division of Immunization is supplied at ""no cost"" to enrolled providers.",[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Manager: Crista Sullivan, MBA VVFC currently has over 700 facilities enrolled in the program as either a private facility or a public facility.",[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Manager: Crista Sullivan, MBA If you have any questions about VVFC, please call 1-800-568-1929 or 1-804-864-8055.",[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Vaccines for Children (VFC): Provider Questions Answered | CDC VFC overview page for Providers interested in the Vaccines for Children Program. Includes questions and answers about joining, medicaid, and answering parents questions.",[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Vaccines for Children (VFC): Provider Questions Answered | CDC Concerned about cost of vaccines?,[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Vaccines for Children (VFC): Provider Questions Answered | CDC The Virginia Vaccines for Children Program ensures all children have access to routinely recommended free vaccines.,[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
